#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CA4	PRCD	9606.ENSP00000300900	9606.ENSP00000467661	0	0	0	0	0.062	0	0	0.594	0.602
CA4	KLHL7	9606.ENSP00000300900	9606.ENSP00000343273	0	0	0	0	0.054	0.062	0	0.589	0.603
CA4	SEMA4A	9606.ENSP00000300900	9606.ENSP00000357265	0	0	0	0	0.059	0	0	0.596	0.603
CA4	ZNF513	9606.ENSP00000300900	9606.ENSP00000318373	0	0	0	0	0.042	0	0	0.609	0.609
CA4	PDE6G	9606.ENSP00000300900	9606.ENSP00000328412	0	0	0	0	0.044	0	0	0.639	0.640
CA4	TOPORS	9606.ENSP00000300900	9606.ENSP00000353735	0	0	0	0	0	0	0	0.640	0.640
CA4	CERKL	9606.ENSP00000300900	9606.ENSP00000341159	0	0	0	0	0.052	0	0	0.640	0.644
CA4	PRPF8	9606.ENSP00000300900	9606.ENSP00000460348	0	0	0	0	0	0	0	0.653	0.653
CA4	PRPF3	9606.ENSP00000300900	9606.ENSP00000315379	0	0	0	0	0	0	0	0.668	0.668
CA4	IMPDH1	9606.ENSP00000300900	9606.ENSP00000345096	0	0	0	0	0.063	0	0	0.667	0.674
CA4	PRPF31	9606.ENSP00000300900	9606.ENSP00000324122	0	0	0	0	0.079	0	0	0.686	0.698
CA4	FSCN2	9606.ENSP00000300900	9606.ENSP00000334665	0	0	0	0	0	0	0	0.719	0.719
CABP4	GUCA1A	9606.ENSP00000324960	9606.ENSP00000053469	0	0	0	0	0.139	0.102	0	0.344	0.448
CABP4	CRX	9606.ENSP00000324960	9606.ENSP00000221996	0	0	0	0	0.197	0	0	0.531	0.607
CABP4	RCVRN	9606.ENSP00000324960	9606.ENSP00000226193	0	0	0	0	0.141	0.102	0	0.443	0.533
CABP4	TULP1	9606.ENSP00000324960	9606.ENSP00000229771	0	0	0	0	0.086	0	0	0.581	0.601
CABP4	GUCA1B	9606.ENSP00000324960	9606.ENSP00000230361	0	0	0	0	0.199	0.102	0	0.436	0.559
CABP4	PRPH2	9606.ENSP00000324960	9606.ENSP00000230381	0	0	0	0	0.100	0	0	0.479	0.511
CABP4	GNAT1	9606.ENSP00000324960	9606.ENSP00000232461	0	0	0	0	0.110	0.073	0	0.612	0.652
CABP4	CNGB1	9606.ENSP00000324960	9606.ENSP00000251102	0	0	0	0	0.116	0	0	0.481	0.521
CABP4	GNAT2	9606.ENSP00000324960	9606.ENSP00000251337	0	0	0	0	0.110	0.073	0	0.367	0.432
CABP4	GUCY2D	9606.ENSP00000324960	9606.ENSP00000254854	0	0	0	0	0.111	0.045	0	0.551	0.586
CABP4	PDE6A	9606.ENSP00000324960	9606.ENSP00000255266	0	0	0	0	0.261	0	0	0.380	0.522
CABP4	RDH5	9606.ENSP00000324960	9606.ENSP00000257895	0	0	0	0	0.106	0	0	0.626	0.651
CABP4	SLC24A1	9606.ENSP00000324960	9606.ENSP00000261892	0	0	0	0	0.103	0.046	0	0.682	0.704
CABP4	RPE65	9606.ENSP00000324960	9606.ENSP00000262340	0	0	0	0	0.067	0	0	0.444	0.459
CABP4	CNGA3	9606.ENSP00000324960	9606.ENSP00000272602	0	0	0	0	0.103	0	0	0.435	0.472
CABP4	ROM1	9606.ENSP00000324960	9606.ENSP00000278833	0	0	0	0	0.194	0	0	0.460	0.546
CABP4	RHO	9606.ENSP00000324960	9606.ENSP00000296271	0	0	0	0	0.131	0	0	0.417	0.472
CABP4	IQCB1	9606.ENSP00000324960	9606.ENSP00000311505	0	0	0	0	0	0.189	0	0.536	0.608
CABP4	POMGNT1	9606.ENSP00000324960	9606.ENSP00000361060	0	0	0	0	0.042	0	0	0.399	0.400
CABP4	ABCA4	9606.ENSP00000324960	9606.ENSP00000359245	0	0	0	0	0.103	0.045	0	0.374	0.416
CABP4	GUCA1A-2	9606.ENSP00000324960	9606.ENSP00000362049	0	0	0	0	0.139	0.102	0	0.345	0.449
CABP4	CNGA1	9606.ENSP00000324960	9606.ENSP00000384264	0	0	0	0	0.110	0	0	0.422	0.464
CABP4	RAX2	9606.ENSP00000324960	9606.ENSP00000450456	0	0	0	0	0.085	0.100	0	0.408	0.470
CABP4	CEP290	9606.ENSP00000324960	9606.ENSP00000448012	0	0	0	0	0	0.125	0	0.420	0.470
CABP4	IMPDH1	9606.ENSP00000324960	9606.ENSP00000345096	0	0	0	0	0.063	0	0	0.464	0.477
CABP4	LCA5	9606.ENSP00000324960	9606.ENSP00000376686	0	0	0	0	0	0	0	0.522	0.522
CABP4	RD3	9606.ENSP00000324960	9606.ENSP00000355969	0	0	0	0	0.060	0	0	0.541	0.550
CABP4	SPATA7	9606.ENSP00000324960	9606.ENSP00000377176	0	0	0	0	0	0	0	0.550	0.550
CABP4	KCNV2	9606.ENSP00000324960	9606.ENSP00000371514	0	0	0	0	0.197	0.129	0	0.418	0.558
CABP4	RP1L1	9606.ENSP00000324960	9606.ENSP00000371923	0	0	0	0	0.203	0	0	0.475	0.564
CABP4	GRK1	9606.ENSP00000324960	9606.ENSP00000334876	0	0	0	0	0.111	0.094	0	0.505	0.567
CABP4	NR2E3	9606.ENSP00000324960	9606.ENSP00000482504	0	0	0	0	0.109	0.045	0	0.547	0.581
CABP4	RGS9BP	9606.ENSP00000324960	9606.ENSP00000334134	0	0	0	0	0.181	0	0	0.517	0.587
CABP4	RDH12	9606.ENSP00000324960	9606.ENSP00000449079	0	0	0	0	0.074	0.057	0	0.572	0.594
CABP4	AIPL1	9606.ENSP00000324960	9606.ENSP00000370521	0	0	0	0	0.049	0.046	0	0.598	0.603
CABP4	RPGRIP1	9606.ENSP00000324960	9606.ENSP00000382895	0	0	0	0	0.141	0.086	0	0.562	0.626
CABP4	PDE6B	9606.ENSP00000324960	9606.ENSP00000420295	0	0	0	0	0.128	0	0	0.614	0.649
CABP4	CACNA1F	9606.ENSP00000324960	9606.ENSP00000365441	0	0	0	0	0.125	0.558	0	0.967	0.986
CACNA1F	CRX	9606.ENSP00000365441	9606.ENSP00000221996	0	0	0	0	0.084	0	0	0.463	0.487
CACNA1F	PRPH2	9606.ENSP00000365441	9606.ENSP00000230381	0	0	0	0	0.042	0.045	0	0.479	0.482
CACNA1F	GNAT1	9606.ENSP00000365441	9606.ENSP00000232461	0	0	0	0	0.058	0	0	0.574	0.582
CACNA1F	GNGT1	9606.ENSP00000365441	9606.ENSP00000248572	0	0	0	0	0.093	0	0.650	0.271	0.748
CACNA1F	OPN1SW	9606.ENSP00000365441	9606.ENSP00000249389	0	0	0	0	0.116	0	0	0.445	0.489
CACNA1F	CNGB1	9606.ENSP00000365441	9606.ENSP00000251102	0	0	0	0	0.092	0	0	0.475	0.503
CACNA1F	GUCY2D	9606.ENSP00000365441	9606.ENSP00000254854	0	0	0	0	0.118	0	0	0.621	0.652
CACNA1F	RDH5	9606.ENSP00000365441	9606.ENSP00000257895	0	0	0	0	0.059	0	0	0.411	0.422
CACNA1F	SLC24A1	9606.ENSP00000365441	9606.ENSP00000261892	0	0	0	0	0.057	0	0	0.556	0.563
CACNA1F	PITPNM3	9606.ENSP00000365441	9606.ENSP00000262483	0	0	0	0	0.063	0	0	0.399	0.413
CACNA1F	PRKCG	9606.ENSP00000365441	9606.ENSP00000263431	0	0	0	0	0.068	0	0.900	0.101	0.908
CACNA1F	CNGA3	9606.ENSP00000365441	9606.ENSP00000272602	0	0	0	0	0.057	0	0	0.564	0.572
CACNA1F	ROM1	9606.ENSP00000365441	9606.ENSP00000278833	0	0	0	0	0.067	0.045	0	0.502	0.517
CACNA1F	C8orf37	9606.ENSP00000365441	9606.ENSP00000286688	0	0	0	0	0	0	0	0.417	0.416
CACNA1F	RHO	9606.ENSP00000365441	9606.ENSP00000296271	0	0	0	0	0.130	0	0	0.551	0.592
CACNA1F	ARR3	9606.ENSP00000365441	9606.ENSP00000311538	0	0	0	0	0.160	0	0	0.363	0.442
CACNA1F	CNGB3	9606.ENSP00000365441	9606.ENSP00000316605	0	0	0	0	0.070	0	0	0.522	0.537
CACNA1F	CABP4	9606.ENSP00000365441	9606.ENSP00000324960	0	0	0	0	0.125	0.558	0	0.967	0.986
CACNA1F	RGS9BP	9606.ENSP00000365441	9606.ENSP00000334134	0	0	0	0	0.068	0	0	0.439	0.454
CACNA1F	ABCA4	9606.ENSP00000365441	9606.ENSP00000359245	0	0	0	0	0.059	0.061	0	0.453	0.474
CACNA1F	PDE6C	9606.ENSP00000365441	9606.ENSP00000360502	0	0	0	0	0.070	0	0	0.449	0.466
CACNA1F	CDHR1	9606.ENSP00000365441	9606.ENSP00000485478	0	0	0	0	0.054	0.045	0	0.396	0.407
CACNA1F	CNGA1	9606.ENSP00000365441	9606.ENSP00000384264	0	0	0	0	0.059	0	0	0.409	0.420
CACNA1F	RP1L1	9606.ENSP00000365441	9606.ENSP00000371923	0	0	0	0	0.049	0	0	0.426	0.430
CACNA1F	IFT140	9606.ENSP00000365441	9606.ENSP00000406012	0	0	0	0	0.044	0.329	0	0.197	0.439
CACNA1F	NR2E3	9606.ENSP00000365441	9606.ENSP00000482504	0	0	0	0	0.082	0	0	0.424	0.449
CACNA1F	RPGRIP1	9606.ENSP00000365441	9606.ENSP00000382895	0	0	0	0	0.079	0	0	0.436	0.458
CACNA1F	RAX2	9606.ENSP00000365441	9606.ENSP00000450456	0	0	0	0	0.049	0.078	0	0.434	0.460
CACNA1F	AIPL1	9606.ENSP00000365441	9606.ENSP00000370521	0	0	0	0	0.102	0	0	0.431	0.467
CACNA1F	KCNV2	9606.ENSP00000365441	9606.ENSP00000371514	0	0	0	0	0.104	0.070	0	0.539	0.583
CACNA1F	OPN1MW	9606.ENSP00000365441	9606.ENSP00000472316	0	0	0	0	0.123	0	0	0.576	0.612
CACNA1F	PDE6B	9606.ENSP00000365441	9606.ENSP00000420295	0	0	0	0	0.117	0	0	0.678	0.704
CACNA1F	RPGR	9606.ENSP00000365441	9606.ENSP00000495537	0	0	0	0	0.090	0	0	0.843	0.851
CC2D2A	TTC21B	9606.ENSP00000403465	9606.ENSP00000243344	0	0	0	0	0.044	0	0	0.631	0.632
CC2D2A	B9D2	9606.ENSP00000403465	9606.ENSP00000243578	0	0	0	0	0	0.624	0.800	0.968	0.997
CC2D2A	BBS2	9606.ENSP00000403465	9606.ENSP00000245157	0	0	0	0	0.049	0	0	0.582	0.586
CC2D2A	IFT172	9606.ENSP00000403465	9606.ENSP00000260570	0	0	0	0	0.098	0	0	0.586	0.610
CC2D2A	ARL3	9606.ENSP00000403465	9606.ENSP00000260746	0	0	0	0	0.062	0	0	0.408	0.421
CC2D2A	B9D1	9606.ENSP00000403465	9606.ENSP00000261499	0	0	0	0	0.066	0.233	0.800	0.989	0.998
CC2D2A	BBS7	9606.ENSP00000403465	9606.ENSP00000264499	0	0	0	0	0.054	0	0	0.404	0.412
CC2D2A	AHI1	9606.ENSP00000403465	9606.ENSP00000265602	0	0	0	0	0.044	0.172	0.800	0.978	0.996
CC2D2A	BBS4	9606.ENSP00000403465	9606.ENSP00000268057	0	0	0	0	0.053	0	0	0.454	0.460
CC2D2A	C8orf37	9606.ENSP00000403465	9606.ENSP00000286688	0	0	0	0	0.049	0	0	0.406	0.411
CC2D2A	PDE6D	9606.ENSP00000403465	9606.ENSP00000287600	0	0	0	0	0	0	0	0.544	0.544
CC2D2A	BBS5	9606.ENSP00000403465	9606.ENSP00000295240	0	0	0	0	0.076	0	0	0.505	0.523
CC2D2A	TCTN2	9606.ENSP00000403465	9606.ENSP00000304941	0	0	0	0	0.067	0.435	0.800	0.974	0.996
CC2D2A	IQCB1	9606.ENSP00000403465	9606.ENSP00000311505	0	0	0	0	0	0	0	0.646	0.646
CC2D2A	NPHP1	9606.ENSP00000403465	9606.ENSP00000313169	0	0	0	0	0.126	0	0	0.948	0.952
CC2D2A	BBS1	9606.ENSP00000403465	9606.ENSP00000317469	0	0	0	0	0.056	0	0	0.567	0.574
CC2D2A	IFT88	9606.ENSP00000403465	9606.ENSP00000323580	0	0	0	0	0.067	0	0	0.678	0.687
CC2D2A	TMEM216	9606.ENSP00000403465	9606.ENSP00000334844	0	0	0	0	0	0	0.800	0.987	0.997
CC2D2A	OFD1	9606.ENSP00000403465	9606.ENSP00000344314	0	0	0	0	0	0.292	0	0.833	0.877
CC2D2A	NPHP4	9606.ENSP00000403465	9606.ENSP00000367398	0	0	0	0	0.103	0	0	0.850	0.860
CC2D2A	RP1L1	9606.ENSP00000403465	9606.ENSP00000371923	0	0	0	0	0	0	0	0.462	0.462
CC2D2A	LCA5	9606.ENSP00000403465	9606.ENSP00000376686	0	0	0	0	0.125	0	0	0.466	0.512
CC2D2A	MKS1	9606.ENSP00000403465	9606.ENSP00000376827	0	0	0	0	0.049	0.233	0.800	0.982	0.997
CC2D2A	ARL13B	9606.ENSP00000403465	9606.ENSP00000377769	0	0	0	0	0.044	0	0	0.932	0.932
CC2D2A	TCTN1	9606.ENSP00000403465	9606.ENSP00000380779	0	0	0	0	0.107	0.632	0.800	0.980	0.998
CC2D2A	WDR19	9606.ENSP00000403465	9606.ENSP00000382717	0	0	0	0	0.063	0	0	0.516	0.528
CC2D2A	RPGRIP1	9606.ENSP00000403465	9606.ENSP00000382895	0	0	0	0	0.130	0	0	0.601	0.638
CC2D2A	TMEM67	9606.ENSP00000403465	9606.ENSP00000389998	0	0	0	0	0.151	0	0.800	0.990	0.998
CC2D2A	TTC8	9606.ENSP00000403465	9606.ENSP00000482306	0	0	0	0	0.067	0	0	0.385	0.401
CC2D2A	IFT20	9606.ENSP00000403465	9606.ENSP00000464443	0	0	0	0	0	0	0	0.408	0.408
CC2D2A	BBS12	9606.ENSP00000403465	9606.ENSP00000438273	0	0	0	0	0.054	0	0	0.406	0.414
CC2D2A	IFT140	9606.ENSP00000403465	9606.ENSP00000406012	0	0	0	0	0.101	0	0	0.571	0.598
CC2D2A	RPGR	9606.ENSP00000403465	9606.ENSP00000495537	0	0	0	0	0.094	0	0	0.619	0.641
CC2D2A	RPGRIP1L	9606.ENSP00000403465	9606.ENSP00000493946	0	0	0	0	0.171	0	0	0.969	0.973
CC2D2A	CEP290	9606.ENSP00000403465	9606.ENSP00000448012	0	0	0	0	0.136	0.292	0.720	0.982	0.996
CCDC51	IFT140	9606.ENSP00000379047	9606.ENSP00000406012	0	0	0	0	0	0	0	0.424	0.424
CDHR1	IMPG2	9606.ENSP00000485478	9606.ENSP00000193391	0	0	0	0	0.042	0	0	0.447	0.447
CDHR1	CRX	9606.ENSP00000485478	9606.ENSP00000221996	0	0	0	0	0.062	0	0	0.511	0.521
CDHR1	TULP1	9606.ENSP00000485478	9606.ENSP00000229771	0	0	0	0	0.044	0	0	0.480	0.481
CDHR1	GUCA1B	9606.ENSP00000485478	9606.ENSP00000230361	0	0	0	0	0.105	0	0	0.399	0.439
CDHR1	PRPH2	9606.ENSP00000485478	9606.ENSP00000230381	0	0	0	0	0.057	0.045	0	0.659	0.666
CDHR1	CNGB1	9606.ENSP00000485478	9606.ENSP00000251102	0	0	0	0	0.060	0	0	0.520	0.530
CDHR1	GUCY2D	9606.ENSP00000485478	9606.ENSP00000254854	0	0	0	0	0.046	0	0	0.747	0.748
CDHR1	PDE6A	9606.ENSP00000485478	9606.ENSP00000255266	0	0	0	0	0.067	0	0	0.439	0.454
CDHR1	RDH5	9606.ENSP00000485478	9606.ENSP00000257895	0	0	0	0	0	0	0	0.419	0.419
CDHR1	RPE65	9606.ENSP00000485478	9606.ENSP00000262340	0	0	0	0	0	0	0	0.405	0.405
CDHR1	PITPNM3	9606.ENSP00000485478	9606.ENSP00000262483	0	0	0	0	0.044	0	0	0.727	0.727
CDHR1	CNGA3	9606.ENSP00000485478	9606.ENSP00000272602	0	0	0	0	0.055	0	0	0.461	0.470
CDHR1	ROM1	9606.ENSP00000485478	9606.ENSP00000278833	0	0	0	0	0	0.045	0	0.507	0.509
CDHR1	C8orf37	9606.ENSP00000485478	9606.ENSP00000286688	0	0	0	0	0	0	0	0.657	0.657
CDHR1	RHO	9606.ENSP00000485478	9606.ENSP00000296271	0	0	0	0	0.104	0	0	0.364	0.407
CDHR1	TTLL5	9606.ENSP00000485478	9606.ENSP00000298832	0	0	0	0	0	0	0	0.480	0.480
CDHR1	USH2A	9606.ENSP00000485478	9606.ENSP00000305941	0	0	0	0	0.057	0	0	0.510	0.519
CDHR1	CNGB3	9606.ENSP00000485478	9606.ENSP00000316605	0	0	0	0	0.063	0	0	0.486	0.499
CDHR1	PCARE	9606.ENSP00000485478	9606.ENSP00000332809	0	0	0	0	0.042	0	0	0.484	0.484
CDHR1	RGS9BP	9606.ENSP00000485478	9606.ENSP00000334134	0	0	0	0	0.078	0	0	0.432	0.454
CDHR1	FSCN2	9606.ENSP00000485478	9606.ENSP00000334665	0	0	0	0	0.046	0	0	0.435	0.437
CDHR1	CERKL	9606.ENSP00000485478	9606.ENSP00000341159	0	0	0	0	0	0	0	0.687	0.687
CDHR1	RGR	9606.ENSP00000485478	9606.ENSP00000352427	0	0	0	0	0.058	0	0	0.444	0.454
CDHR1	DHDDS	9606.ENSP00000485478	9606.ENSP00000353104	0	0	0	0	0	0	0	0.445	0.445
CDHR1	SEMA4A	9606.ENSP00000485478	9606.ENSP00000357265	0	0	0	0	0	0	0	0.667	0.667
CDHR1	ABCA4	9606.ENSP00000485478	9606.ENSP00000359245	0	0	0	0	0.077	0.057	0	0.749	0.763
CDHR1	EYS	9606.ENSP00000485478	9606.ENSP00000359655	0	0	0	0	0	0.089	0	0.564	0.586
CDHR1	PDE6C	9606.ENSP00000485478	9606.ENSP00000360502	0	0	0	0	0	0	0	0.482	0.482
CDHR1	CACNA1F	9606.ENSP00000485478	9606.ENSP00000365441	0	0	0	0	0.054	0.045	0	0.396	0.407
CDHR1	AIPL1	9606.ENSP00000485478	9606.ENSP00000370521	0	0	0	0	0.045	0	0	0.743	0.744
CDHR1	KCNV2	9606.ENSP00000485478	9606.ENSP00000371514	0	0	0	0	0.087	0	0	0.584	0.604
CDHR1	RP1L1	9606.ENSP00000485478	9606.ENSP00000371923	0	0	0	0	0.089	0	0	0.426	0.455
CDHR1	LCA5	9606.ENSP00000485478	9606.ENSP00000376686	0	0	0	0	0	0	0	0.407	0.407
CDHR1	SPATA7	9606.ENSP00000485478	9606.ENSP00000377176	0	0	0	0	0	0	0	0.474	0.474
CDHR1	CFAP410	9606.ENSP00000485478	9606.ENSP00000381047	0	0	0	0	0	0	0	0.416	0.416
CDHR1	RPGRIP1	9606.ENSP00000485478	9606.ENSP00000382895	0	0	0	0	0	0.047	0	0.754	0.756
CDHR1	CNGA1	9606.ENSP00000485478	9606.ENSP00000384264	0	0	0	0	0.059	0	0	0.442	0.453
CDHR1	FAM161A	9606.ENSP00000485478	9606.ENSP00000385158	0	0	0	0	0	0.045	0	0.548	0.550
CDHR1	BEST1	9606.ENSP00000485478	9606.ENSP00000399709	0	0	0	0	0.055	0	0	0.405	0.414
CDHR1	PROM1	9606.ENSP00000485478	9606.ENSP00000426809	0	0	0	0	0.042	0.292	0	0.887	0.917
CDHR1	RDH12	9606.ENSP00000485478	9606.ENSP00000449079	0	0	0	0	0.058	0	0	0.450	0.460
CDHR1	RAX2	9606.ENSP00000485478	9606.ENSP00000450456	0	0	0	0	0	0	0	0.737	0.737
CDHR1	NRL	9606.ENSP00000485478	9606.ENSP00000454062	0	0	0	0	0.044	0.061	0	0.465	0.478
CDHR1	PRCD	9606.ENSP00000485478	9606.ENSP00000467661	0	0	0	0	0	0	0	0.529	0.529
CDHR1	TTC8	9606.ENSP00000485478	9606.ENSP00000482306	0	0	0	0	0.055	0.052	0	0.431	0.446
CDHR1	RPGR	9606.ENSP00000485478	9606.ENSP00000495537	0	0	0	0	0	0	0	0.507	0.507
CEP162	B9D1	9606.ENSP00000385215	9606.ENSP00000261499	0	0	0	0	0	0	0	0.436	0.436
CEP162	BBS4	9606.ENSP00000385215	9606.ENSP00000268057	0	0	0	0	0.060	0.294	0	0.181	0.409
CEP162	TCTN2	9606.ENSP00000385215	9606.ENSP00000304941	0	0	0	0	0	0	0	0.451	0.451
CEP162	IQCB1	9606.ENSP00000385215	9606.ENSP00000311505	0	0	0	0	0.049	0.292	0	0.522	0.650
CEP162	IFT88	9606.ENSP00000385215	9606.ENSP00000323580	0	0	0	0	0.213	0.045	0	0.340	0.461
CEP162	OFD1	9606.ENSP00000385215	9606.ENSP00000344314	0	0	0	0	0.071	0.292	0	0.375	0.553
CEP162	NPHP4	9606.ENSP00000385215	9606.ENSP00000367398	0	0	0	0	0.053	0	0	0.460	0.467
CEP162	MKS1	9606.ENSP00000385215	9606.ENSP00000376827	0	0	0	0	0	0	0	0.428	0.428
CEP162	ARL13B	9606.ENSP00000385215	9606.ENSP00000377769	0	0	0	0	0.095	0	0	0.428	0.460
CEP162	TCTN1	9606.ENSP00000385215	9606.ENSP00000380779	0	0	0	0	0.047	0	0	0.590	0.592
CEP162	RPGRIP1L	9606.ENSP00000385215	9606.ENSP00000493946	0	0	0	0	0.128	0.089	0	0.407	0.489
CEP162	TMEM67	9606.ENSP00000385215	9606.ENSP00000389998	0	0	0	0	0.068	0	0	0.514	0.528
CEP162	IFT74	9606.ENSP00000385215	9606.ENSP00000404122	0	0	0	0	0.097	0.093	0	0.479	0.536
CEP162	CEP290	9606.ENSP00000385215	9606.ENSP00000448012	0	0	0	0	0.159	0.512	0	0.743	0.885
CEP290	CRX	9606.ENSP00000448012	9606.ENSP00000221996	0	0	0	0	0	0.045	0	0.772	0.773
CEP290	TULP1	9606.ENSP00000448012	9606.ENSP00000229771	0	0	0	0	0	0	0	0.711	0.711
CEP290	PRPH2	9606.ENSP00000448012	9606.ENSP00000230381	0	0	0	0	0	0	0	0.624	0.624
CEP290	IFT43	9606.ENSP00000448012	9606.ENSP00000238628	0	0	0	0	0.042	0	0	0.517	0.518
CEP290	BBS9	9606.ENSP00000448012	9606.ENSP00000242067	0	0	0	0	0.063	0.201	0	0.809	0.845
CEP290	TTC21B	9606.ENSP00000448012	9606.ENSP00000243344	0	0	0	0	0.149	0.066	0	0.655	0.702
CEP290	B9D2	9606.ENSP00000448012	9606.ENSP00000243578	0	0	0	0	0.067	0	0.720	0.894	0.970
CEP290	BBS2	9606.ENSP00000448012	9606.ENSP00000245157	0	0	0	0	0.067	0.292	0	0.825	0.874
CEP290	CNGB1	9606.ENSP00000448012	9606.ENSP00000251102	0	0	0	0	0	0	0	0.465	0.465
CEP290	GUCY2D	9606.ENSP00000448012	9606.ENSP00000254854	0	0	0	0	0	0.045	0	0.773	0.774
CEP290	PDE6A	9606.ENSP00000448012	9606.ENSP00000255266	0	0	0	0	0.058	0	0	0.394	0.404
CEP290	IFT172	9606.ENSP00000448012	9606.ENSP00000260570	0	0	0	0	0.055	0	0	0.641	0.646
CEP290	ARL3	9606.ENSP00000448012	9606.ENSP00000260746	0	0	0	0	0.049	0.095	0	0.489	0.521
CEP290	B9D1	9606.ENSP00000448012	9606.ENSP00000261499	0	0	0	0	0.089	0	0.720	0.954	0.987
CEP290	RPE65	9606.ENSP00000448012	9606.ENSP00000262340	0	0	0	0	0	0	0	0.848	0.848
CEP290	BBS7	9606.ENSP00000448012	9606.ENSP00000264499	0	0	0	0	0.083	0.201	0	0.782	0.826
CEP290	AHI1	9606.ENSP00000448012	9606.ENSP00000265602	0	0	0	0	0.138	0.060	0.720	0.956	0.988
CEP290	BBS4	9606.ENSP00000448012	9606.ENSP00000268057	0	0	0	0	0.095	0.485	0	0.864	0.931
CEP290	CNGA3	9606.ENSP00000448012	9606.ENSP00000272602	0	0	0	0	0.086	0	0	0.493	0.517
CEP290	ROM1	9606.ENSP00000448012	9606.ENSP00000278833	0	0	0	0	0	0	0	0.452	0.452
CEP290	C8orf37	9606.ENSP00000448012	9606.ENSP00000286688	0	0	0	0	0.049	0	0	0.557	0.561
CEP290	PDE6D	9606.ENSP00000448012	9606.ENSP00000287600	0	0	0	0	0	0	0	0.530	0.530
CEP290	BBS5	9606.ENSP00000448012	9606.ENSP00000295240	0	0	0	0	0	0.292	0	0.794	0.848
CEP290	MERTK	9606.ENSP00000448012	9606.ENSP00000295408	0	0	0	0	0	0.084	0	0.487	0.510
CEP290	RHO	9606.ENSP00000448012	9606.ENSP00000296271	0	0	0	0	0	0	0	0.603	0.603
CEP290	TCTN2	9606.ENSP00000448012	9606.ENSP00000304941	0	0	0	0	0	0.093	0.720	0.924	0.979
CEP290	USH2A	9606.ENSP00000448012	9606.ENSP00000305941	0	0	0	0	0	0	0	0.747	0.747
CEP290	IQCB1	9606.ENSP00000448012	9606.ENSP00000311505	0	0	0	0	0.062	0.880	0	0.996	0.999
CEP290	NPHP1	9606.ENSP00000448012	9606.ENSP00000313169	0	0	0	0	0.103	0.115	0	0.975	0.978
CEP290	CNGB3	9606.ENSP00000448012	9606.ENSP00000316605	0	0	0	0	0	0	0	0.546	0.546
CEP290	BBS1	9606.ENSP00000448012	9606.ENSP00000317469	0	0	0	0	0.052	0.255	0	0.898	0.921
CEP290	IFT88	9606.ENSP00000448012	9606.ENSP00000323580	0	0	0	0	0.178	0.054	0	0.775	0.810
CEP290	PRPF31	9606.ENSP00000448012	9606.ENSP00000324122	0	0	0	0	0	0	0	0.585	0.585
CEP290	CABP4	9606.ENSP00000448012	9606.ENSP00000324960	0	0	0	0	0	0.125	0	0.420	0.470
CEP290	TMEM216	9606.ENSP00000448012	9606.ENSP00000334844	0	0	0	0	0	0	0.720	0.966	0.990
CEP290	GRK1	9606.ENSP00000448012	9606.ENSP00000334876	0	0	0	0	0	0	0	0.421	0.421
CEP290	LRAT	9606.ENSP00000448012	9606.ENSP00000337224	0	0	0	0	0	0	0	0.733	0.733
CEP290	CERKL	9606.ENSP00000448012	9606.ENSP00000341159	0	0	0	0	0	0.054	0	0.447	0.454
CEP290	OFD1	9606.ENSP00000448012	9606.ENSP00000344314	0	0	0	0	0.086	0.292	0	0.859	0.901
CEP290	IMPDH1	9606.ENSP00000448012	9606.ENSP00000345096	0	0	0	0	0	0	0	0.731	0.731
CEP290	CHM	9606.ENSP00000448012	9606.ENSP00000350386	0	0	0	0	0.095	0	0	0.580	0.603
CEP290	RD3	9606.ENSP00000448012	9606.ENSP00000355969	0	0	0	0	0	0	0	0.806	0.806
CEP290	ABCA4	9606.ENSP00000448012	9606.ENSP00000359245	0	0	0	0	0	0	0	0.711	0.711
CEP290	EYS	9606.ENSP00000448012	9606.ENSP00000359655	0	0	0	0	0.042	0.098	0	0.583	0.608
CEP290	INPP5E	9606.ENSP00000448012	9606.ENSP00000360777	0	0	0	0	0.042	0	0.098	0.484	0.515
CEP290	KIF3B	9606.ENSP00000448012	9606.ENSP00000364864	0	0	0	0	0.047	0.125	0	0.356	0.416
CEP290	NPHP4	9606.ENSP00000448012	9606.ENSP00000367398	0	0	0	0	0	0.061	0	0.976	0.976
CEP290	AIPL1	9606.ENSP00000448012	9606.ENSP00000370521	0	0	0	0	0	0	0	0.829	0.829
CEP290	LCA5	9606.ENSP00000448012	9606.ENSP00000376686	0	0	0	0	0.056	0	0	0.822	0.825
CEP290	MKS1	9606.ENSP00000448012	9606.ENSP00000376827	0	0	0	0	0	0.087	0.720	0.977	0.993
CEP290	SPATA7	9606.ENSP00000448012	9606.ENSP00000377176	0	0	0	0	0.102	0	0	0.829	0.840
CEP290	ARL13B	9606.ENSP00000448012	9606.ENSP00000377769	0	0	0	0	0.217	0	0	0.883	0.905
CEP290	TCTN1	9606.ENSP00000448012	9606.ENSP00000380779	0	0	0	0	0.056	0	0.720	0.945	0.984
CEP290	WDR19	9606.ENSP00000448012	9606.ENSP00000382717	0	0	0	0	0.083	0	0	0.667	0.681
